hs_section_name,date,year,month,weighted_share_rerouted
Skins and leather,2017-09-01,2017,9,9.340772213318319
Skins and leather,2017-10-01,2017,10,7.610828678986726
Skins and leather,2017-11-01,2017,11,6.604586973167492
Skins and leather,2017-12-01,2017,12,10.574465321648557
Skins and leather,2018-01-01,2018,1,8.493096282021286
Skins and leather,2018-02-01,2018,2,7.9012870136727775
Skins and leather,2018-03-01,2018,3,6.765561207959015
Skins and leather,2018-04-01,2018,4,8.360382120792181
Skins and leather,2018-05-01,2018,5,8.716415882135706
Skins and leather,2018-06-01,2018,6,10.31399698734256
Skins and leather,2018-07-01,2018,7,10.402765642568216
Skins and leather,2018-08-01,2018,8,11.58414914228025
Skins and leather,2018-09-01,2018,9,10.296994907687626
Skins and leather,2018-10-01,2018,10,9.971168683157925
Skins and leather,2018-11-01,2018,11,11.202766504929906
Skins and leather,2018-12-01,2018,12,9.189154746284299
Skins and leather,2019-01-01,2019,1,9.36423531546496
Skins and leather,2019-02-01,2019,2,10.75371035411492
Skins and leather,2019-03-01,2019,3,9.935604993026132
Skins and leather,2019-04-01,2019,4,8.339198746998518
"Stone, cement, ceramic, glass",2014-01-01,2014,1,4.21245522514547
"Stone, cement, ceramic, glass",2014-02-01,2014,2,7.258185090684868
"Stone, cement, ceramic, glass",2014-03-01,2014,3,5.8509189768949135
"Stone, cement, ceramic, glass",2014-04-01,2014,4,4.434411290818426
"Stone, cement, ceramic, glass",2014-05-01,2014,5,5.209850423057867
"Stone, cement, ceramic, glass",2014-06-01,2014,6,5.439969921368445
"Stone, cement, ceramic, glass",2014-07-01,2014,7,6.521190839930395
"Stone, cement, ceramic, glass",2014-08-01,2014,8,5.049508946684986
"Stone, cement, ceramic, glass",2014-09-01,2014,9,4.065037089493707
"Stone, cement, ceramic, glass",2014-10-01,2014,10,3.2133186545578045
"Stone, cement, ceramic, glass",2014-11-01,2014,11,4.219683383020796
"Stone, cement, ceramic, glass",2014-12-01,2014,12,4.773959741256063
"Stone, cement, ceramic, glass",2015-01-01,2015,1,4.60598520970954
"Stone, cement, ceramic, glass",2015-02-01,2015,2,5.5412928992158665
"Stone, cement, ceramic, glass",2015-03-01,2015,3,4.722680878455701
"Stone, cement, ceramic, glass",2015-04-01,2015,4,3.9886500849772917
"Stone, cement, ceramic, glass",2015-05-01,2015,5,6.135407173644994
"Stone, cement, ceramic, glass",2015-06-01,2015,6,5.130456183066753
"Stone, cement, ceramic, glass",2015-07-01,2015,7,5.093353421637296
"Stone, cement, ceramic, glass",2015-08-01,2015,8,3.337243821865573
"Stone, cement, ceramic, glass",2015-09-01,2015,9,3.76160829111848
"Stone, cement, ceramic, glass",2015-10-01,2015,10,2.736158503706076
"Stone, cement, ceramic, glass",2015-11-01,2015,11,3.9868974064196054
"Stone, cement, ceramic, glass",2015-12-01,2015,12,4.024722095905081
"Stone, cement, ceramic, glass",2016-01-01,2016,1,3.6684810109284776
"Stone, cement, ceramic, glass",2016-02-01,2016,2,4.653096533146126
"Stone, cement, ceramic, glass",2016-03-01,2016,3,5.205382270571412
"Stone, cement, ceramic, glass",2016-04-01,2016,4,4.01528217583843
"Stone, cement, ceramic, glass",2016-05-01,2016,5,3.4447675829728155
"Stone, cement, ceramic, glass",2016-06-01,2016,6,6.301402320929837
"Stone, cement, ceramic, glass",2016-07-01,2016,7,4.253895383459917
"Stone, cement, ceramic, glass",2016-08-01,2016,8,5.100258810973316
"Stone, cement, ceramic, glass",2016-09-01,2016,9,3.635479712828873
"Stone, cement, ceramic, glass",2016-10-01,2016,10,7.235502239708985
"Stone, cement, ceramic, glass",2016-11-01,2016,11,6.18917141418014
"Stone, cement, ceramic, glass",2016-12-01,2016,12,5.140455318289737
"Stone, cement, ceramic, glass",2017-01-01,2017,1,6.827967187469235
"Stone, cement, ceramic, glass",2017-02-01,2017,2,7.848343918919777
"Stone, cement, ceramic, glass",2017-03-01,2017,3,2.9390024708732354
"Stone, cement, ceramic, glass",2017-04-01,2017,4,3.7474422018908133
"Stone, cement, ceramic, glass",2017-05-01,2017,5,6.858455384857365
"Stone, cement, ceramic, glass",2017-06-01,2017,6,4.289322679670433
"Stone, cement, ceramic, glass",2017-07-01,2017,7,4.874393655844077
"Stone, cement, ceramic, glass",2017-08-01,2017,8,3.3446394573179425
"Stone, cement, ceramic, glass",2017-09-01,2017,9,6.018146603535109
"Stone, cement, ceramic, glass",2017-10-01,2017,10,5.462038599017827
"Stone, cement, ceramic, glass",2017-11-01,2017,11,3.867676974951759
"Stone, cement, ceramic, glass",2017-12-01,2017,12,3.7123575967993574
"Stone, cement, ceramic, glass",2018-01-01,2018,1,3.5909441687627566
"Stone, cement, ceramic, glass",2018-02-01,2018,2,3.913077767007562
"Stone, cement, ceramic, glass",2018-03-01,2018,3,5.4539425295426485
"Stone, cement, ceramic, glass",2018-04-01,2018,4,4.187812232918407
"Stone, cement, ceramic, glass",2018-05-01,2018,5,7.026356325411752
"Stone, cement, ceramic, glass",2018-06-01,2018,6,3.7197518136322625
"Stone, cement, ceramic, glass",2018-07-01,2018,7,4.1318126692047725
"Stone, cement, ceramic, glass",2018-08-01,2018,8,5.024923212576988
"Stone, cement, ceramic, glass",2018-09-01,2018,9,3.4159457403228695
"Stone, cement, ceramic, glass",2018-10-01,2018,10,5.378199309387448
"Stone, cement, ceramic, glass",2018-11-01,2018,11,4.143877062610481
"Stone, cement, ceramic, glass",2018-12-01,2018,12,5.0803054014168785
"Stone, cement, ceramic, glass",2019-01-01,2019,1,6.1522472435047195
"Stone, cement, ceramic, glass",2019-02-01,2019,2,6.284880438020625
"Stone, cement, ceramic, glass",2019-03-01,2019,3,3.7121074754031365
"Stone, cement, ceramic, glass",2019-04-01,2019,4,4.733334942382781
Textiles,2014-01-01,2014,1,2.541964675082964
Textiles,2014-02-01,2014,2,2.6370088480570217
Textiles,2014-03-01,2014,3,3.0051418515491792
Textiles,2014-04-01,2014,4,3.1789567833658383
Textiles,2014-05-01,2014,5,3.8554410894562565
Textiles,2014-06-01,2014,6,4.084243658677359
Textiles,2014-07-01,2014,7,5.3202605465418715
Textiles,2014-08-01,2014,8,4.8599604800850695
Textiles,2014-09-01,2014,9,4.604396211483424
Textiles,2014-10-01,2014,10,5.268448605155179
Textiles,2014-11-01,2014,11,4.432957221291373
Textiles,2014-12-01,2014,12,3.203506842049046
Textiles,2015-01-01,2015,1,2.687549069360232
Textiles,2015-02-01,2015,2,2.483289816683172
Textiles,2015-03-01,2015,3,2.5363911206056544
Textiles,2015-04-01,2015,4,4.011203939819932
Textiles,2015-05-01,2015,5,3.682493068012163
Textiles,2015-06-01,2015,6,4.360352696969613
Textiles,2015-07-01,2015,7,4.1441503974774765
Textiles,2015-08-01,2015,8,5.174756935757558
Textiles,2015-09-01,2015,9,4.083384155201935
Textiles,2015-10-01,2015,10,3.464953926356051
Textiles,2015-11-01,2015,11,3.673371643310465
Textiles,2015-12-01,2015,12,3.1485708150680467
Textiles,2016-01-01,2016,1,5.988926967844354
Textiles,2016-02-01,2016,2,3.1330675772902308
Textiles,2016-03-01,2016,3,3.25457939412891
Textiles,2016-04-01,2016,4,2.3434303603470203
Textiles,2016-05-01,2016,5,3.1438781120759067
Textiles,2016-06-01,2016,6,3.2494431210870913
Textiles,2016-07-01,2016,7,4.934795855325726
Textiles,2016-08-01,2016,8,2.389062932879723
Textiles,2016-09-01,2016,9,3.6919222392521736
Textiles,2016-10-01,2016,10,2.981253295034504
Textiles,2016-11-01,2016,11,4.3601208935101745
Textiles,2016-12-01,2016,12,3.347285632564292
Textiles,2017-01-01,2017,1,3.7540786993161475
Textiles,2017-02-01,2017,2,3.5327609287427273
Textiles,2017-03-01,2017,3,4.072640663016968
Textiles,2017-04-01,2017,4,3.5680965950960055
Textiles,2017-05-01,2017,5,4.294194099045639
Textiles,2017-06-01,2017,6,4.4045372234414835
Textiles,2017-07-01,2017,7,4.639954332422405
Textiles,2017-08-01,2017,8,2.9234708799554237
Textiles,2017-09-01,2017,9,3.9266279420043153
Textiles,2017-10-01,2017,10,3.624320148982795
Textiles,2017-11-01,2017,11,3.968771197725789
Textiles,2017-12-01,2017,12,3.6046382424417582
Textiles,2018-01-01,2018,1,5.290242114903238
Textiles,2018-02-01,2018,2,4.2333764793703645
Textiles,2018-03-01,2018,3,4.036792476594275
Textiles,2018-04-01,2018,4,3.093990011367256
Textiles,2018-05-01,2018,5,4.211002334887498
Textiles,2018-06-01,2018,6,5.7124327753903215
Textiles,2018-07-01,2018,7,3.64673345568175
Textiles,2018-08-01,2018,8,3.5802911780013194
Textiles,2018-09-01,2018,9,4.4764691267558865
Textiles,2018-10-01,2018,10,3.334394937913669
Textiles,2018-11-01,2018,11,4.925091452296336
Textiles,2018-12-01,2018,12,3.240613722753018
Textiles,2019-01-01,2019,1,4.375041708869425
Textiles,2019-02-01,2019,2,3.66197994854634
Textiles,2019-03-01,2019,3,3.6186215446874117
Textiles,2019-04-01,2019,4,3.570107035089618
Vegetable products,2014-01-01,2014,1,1.5917061253867693
Vegetable products,2014-02-01,2014,2,0.2549868096462564
Vegetable products,2014-03-01,2014,3,0.1559132505291419
Vegetable products,2014-04-01,2014,4,0.3616399447899107
Vegetable products,2014-05-01,2014,5,1.428158082809365
Vegetable products,2014-06-01,2014,6,0.3089640213655665
Vegetable products,2014-07-01,2014,7,1.4753635584628564
Vegetable products,2014-08-01,2014,8,0.0
Vegetable products,2014-09-01,2014,9,0.2842729868957546
Vegetable products,2014-10-01,2014,10,0.3941788552895874
Vegetable products,2014-11-01,2014,11,0.2753333499001079
Vegetable products,2014-12-01,2014,12,0.018449215901551665
Vegetable products,2015-01-01,2015,1,0.926892047049272
Vegetable products,2015-02-01,2015,2,0.6848428378944956
Vegetable products,2015-03-01,2015,3,1.149998514843176
Vegetable products,2015-04-01,2015,4,0.6728678345637722
Vegetable products,2015-05-01,2015,5,0.30739363877907505
Vegetable products,2015-06-01,2015,6,0.34132453519585904
Vegetable products,2015-07-01,2015,7,0.7291390033852055
Vegetable products,2015-08-01,2015,8,1.991003014902653
Vegetable products,2015-09-01,2015,9,1.4105512087873815
Vegetable products,2015-10-01,2015,10,0.7070438753276065
Vegetable products,2015-11-01,2015,11,1.1515312537670659
Vegetable products,2015-12-01,2015,12,1.1758432134218262
Vegetable products,2016-01-01,2016,1,0.4294456128247851
Vegetable products,2016-02-01,2016,2,1.047997296855196
Vegetable products,2016-03-01,2016,3,0.28538580594021573
Vegetable products,2016-04-01,2016,4,1.0151572362325185
Vegetable products,2016-05-01,2016,5,0.4487621079658607
Vegetable products,2016-06-01,2016,6,1.4984376838242826
Vegetable products,2016-07-01,2016,7,1.0480357362582868
Vegetable products,2016-08-01,2016,8,0.45749897379010684
Vegetable products,2016-09-01,2016,9,0.0
Vegetable products,2016-10-01,2016,10,0.28842367866320817
Vegetable products,2016-11-01,2016,11,0.2448334195502984
Vegetable products,2016-12-01,2016,12,1.2393388829600038
Vegetable products,2017-01-01,2017,1,0.3419838631366923
Vegetable products,2017-02-01,2017,2,0.40426619742701353
Vegetable products,2017-03-01,2017,3,0.8889186928082571
Vegetable products,2017-04-01,2017,4,0.13145415278144387
Vegetable products,2017-05-01,2017,5,0.31109930811102104
Vegetable products,2017-06-01,2017,6,0.3671370578859824
Vegetable products,2017-07-01,2017,7,0.7565595758869712
Vegetable products,2017-08-01,2017,8,1.2884081076011615
Vegetable products,2017-09-01,2017,9,0.2227687937881006
Vegetable products,2017-10-01,2017,10,1.0825254885474525
Vegetable products,2017-11-01,2017,11,0.6359675032495978
Vegetable products,2017-12-01,2017,12,0.3713904875083351
Vegetable products,2018-01-01,2018,1,1.0291730603099747
Vegetable products,2018-02-01,2018,2,1.1471903913533135
Vegetable products,2018-03-01,2018,3,0.5717942576215224
Vegetable products,2018-04-01,2018,4,0.39789173413721246
Vegetable products,2018-05-01,2018,5,0.7827742532457533
Vegetable products,2018-06-01,2018,6,0.18248298040922922
Vegetable products,2018-07-01,2018,7,1.674271033541995
Vegetable products,2018-08-01,2018,8,1.7646550182455545
Vegetable products,2018-09-01,2018,9,0.0
Vegetable products,2018-10-01,2018,10,0.33921666866791894
Vegetable products,2018-11-01,2018,11,0.9855290240371757
Vegetable products,2018-12-01,2018,12,1.514498582369891
Vegetable products,2019-01-01,2019,1,0.7222664513440268
Vegetable products,2019-02-01,2019,2,1.3472709600260995
Vegetable products,2019-03-01,2019,3,1.214227498266263
Vegetable products,2019-04-01,2019,4,1.9392998420703202
Vehicles and aircraft,2014-01-01,2014,1,8.124796152687951
Vehicles and aircraft,2014-02-01,2014,2,8.388966716198867
Vehicles and aircraft,2014-03-01,2014,3,8.755988070616635
Vehicles and aircraft,2014-04-01,2014,4,10.965237171527486
Vehicles and aircraft,2014-05-01,2014,5,9.525049748292002
Vehicles and aircraft,2014-06-01,2014,6,7.941142536898545
Vehicles and aircraft,2014-07-01,2014,7,13.67733498054751
Vehicles and aircraft,2014-08-01,2014,8,11.793688659631373
Vehicles and aircraft,2014-09-01,2014,9,12.77604159095483
Vehicles and aircraft,2014-10-01,2014,10,11.136089854383895
Vehicles and aircraft,2014-11-01,2014,11,12.326466652546015
Vehicles and aircraft,2014-12-01,2014,12,12.083739462719572
Vehicles and aircraft,2015-01-01,2015,1,10.530060689438532
Vehicles and aircraft,2015-02-01,2015,2,11.364021050161275
Vehicles and aircraft,2015-03-01,2015,3,10.903381777886105
Vehicles and aircraft,2015-04-01,2015,4,10.579263232211487
Vehicles and aircraft,2015-05-01,2015,5,12.756900428309825
Vehicles and aircraft,2015-06-01,2015,6,11.620136436157576
Vehicles and aircraft,2015-07-01,2015,7,11.80204353712768
Vehicles and aircraft,2015-08-01,2015,8,10.125578899920582
Vehicles and aircraft,2015-09-01,2015,9,15.575750467222466
Vehicles and aircraft,2015-10-01,2015,10,10.754210077376216
Vehicles and aircraft,2015-11-01,2015,11,11.329253502548998
Vehicles and aircraft,2015-12-01,2015,12,14.028416686473417
Vehicles and aircraft,2016-01-01,2016,1,11.527165126160188
Vehicles and aircraft,2016-02-01,2016,2,10.446714896287823
Vehicles and aircraft,2016-03-01,2016,3,11.332187333295417
Vehicles and aircraft,2016-04-01,2016,4,12.050629562012373
Vehicles and aircraft,2016-05-01,2016,5,9.70694409282532
Vehicles and aircraft,2016-06-01,2016,6,8.51718935624236
Vehicles and aircraft,2016-07-01,2016,7,8.558449378272044
Vehicles and aircraft,2016-08-01,2016,8,11.848421645506672
Vehicles and aircraft,2016-09-01,2016,9,10.393871201006903
Vehicles and aircraft,2016-10-01,2016,10,9.947798968772085
Vehicles and aircraft,2016-11-01,2016,11,10.684744001980643
Vehicles and aircraft,2016-12-01,2016,12,12.02401728848951
Vehicles and aircraft,2017-01-01,2017,1,12.146349771913371
Vehicles and aircraft,2017-02-01,2017,2,8.740757999717129
Vehicles and aircraft,2017-03-01,2017,3,10.902229991624722
Vehicles and aircraft,2017-04-01,2017,4,13.324325854255294
Vehicles and aircraft,2017-05-01,2017,5,10.197060127947061
Vehicles and aircraft,2017-06-01,2017,6,10.11260819641291
Vehicles and aircraft,2017-07-01,2017,7,8.808878613517336
Vehicles and aircraft,2017-08-01,2017,8,10.437244592600038
Vehicles and aircraft,2017-09-01,2017,9,9.881334868178847
Vehicles and aircraft,2017-10-01,2017,10,9.615862885083688
Vehicles and aircraft,2017-11-01,2017,11,9.953923362532276
Vehicles and aircraft,2017-12-01,2017,12,10.393192582425872
Vehicles and aircraft,2018-01-01,2018,1,11.840201226803414
Vehicles and aircraft,2018-02-01,2018,2,8.668971066419585
Vehicles and aircraft,2018-03-01,2018,3,9.666050834520565
Vehicles and aircraft,2018-04-01,2018,4,10.413502739013143
Vehicles and aircraft,2018-05-01,2018,5,10.876795897872993
Vehicles and aircraft,2018-06-01,2018,6,10.465454049430447
Vehicles and aircraft,2018-07-01,2018,7,11.124966108312893
Vehicles and aircraft,2018-08-01,2018,8,10.22720423260436
Vehicles and aircraft,2018-09-01,2018,9,7.500773948533895
Vehicles and aircraft,2018-10-01,2018,10,9.906212679085286
Vehicles and aircraft,2018-11-01,2018,11,9.64022174332202
Vehicles and aircraft,2018-12-01,2018,12,10.211115926084231
Vehicles and aircraft,2019-01-01,2019,1,9.077220602835897
Vehicles and aircraft,2019-02-01,2019,2,9.950434637364502
Vehicles and aircraft,2019-03-01,2019,3,9.765789142932265
Vehicles and aircraft,2019-04-01,2019,4,8.40522890075311
