hs6,hs_section_name,weight_2014
310230,Chemicals,0.0006334894841266787
310250,Chemicals,8.572868491821805e-05
310260,Chemicals,8.280925657284503e-06
310280,Chemicals,0.003425840957584343
310290,Chemicals,0.00012241998723366276
310310,Chemicals,8.153481013503019e-06
310420,Chemicals,5.929630440361884e-06
310430,Chemicals,6.420701544840998e-06
310490,Chemicals,6.879140868135029e-06
310510,Chemicals,0.0003064010520361254
310520,Chemicals,8.689088653215195e-06
310530,Chemicals,0.019483895091889393
310540,Chemicals,0.012186005031578951
310559,Chemicals,4.495532747367897e-06
310560,Chemicals,0.00020322127319293313
310590,Chemicals,0.0002538538928381356
320190,Chemicals,1.3951308819762283e-05
320210,Chemicals,1.9880195212996168e-05
320290,Chemicals,1.0229372500619276e-05
320300,Chemicals,0.001136344381849249
320411,Chemicals,0.0027527808150493113
320412,Chemicals,0.0013954522040430766
320413,Chemicals,0.0007080375854373546
320414,Chemicals,0.00023223517836434712
320415,Chemicals,0.00114466803707017
320416,Chemicals,0.000707628678394296
320417,Chemicals,0.019058480087786687
320419,Chemicals,0.003093047809870977
320420,Chemicals,0.0013312098995023104
320490,Chemicals,0.00018623308287402088
320620,Chemicals,0.00010547845929892074
320641,Chemicals,3.929823086705831e-05
320649,Chemicals,0.003616997294011884
320710,Chemicals,0.000490811644616337
320720,Chemicals,2.8437268647215028e-05
320730,Chemicals,5.267853666230505e-07
320740,Chemicals,5.3372945217621516e-05
320810,Chemicals,2.1525495997894915e-05
320820,Chemicals,0.0015160643693405964
320890,Chemicals,0.00032355367677032535
320910,Chemicals,7.509582628932978e-05
320990,Chemicals,7.105798881812793e-05
321000,Chemicals,2.9904104413840953e-05
321100,Chemicals,1.7037616306700721e-06
321210,Chemicals,0.00039632456836955306
321290,Chemicals,0.0038452065396590773
321310,Chemicals,0.0038137047534765297
321390,Chemicals,0.002345537992831059
321410,Chemicals,0.0002484335095106653
321490,Chemicals,0.00010589183062474742
321511,Chemicals,0.00020338251883481512
321519,Chemicals,0.00028693199600757197
321590,Chemicals,0.0005516582243573645
330112,Chemicals,1.0465554317535422e-06
330113,Chemicals,0.00017459990602776188
330119,Chemicals,3.995851954693369e-05
330124,Chemicals,6.320892937242321e-06
330125,Chemicals,0.0008492799454528933
330129,Chemicals,0.005518134325882651
330130,Chemicals,1.5707897796520258e-06
330190,Chemicals,0.0002471519414789111
330210,Chemicals,0.0005515845636916926
330290,Chemicals,0.0012691106632750737
330300,Chemicals,0.004225361156965622
330410,Chemicals,0.014322638400376082
330420,Chemicals,0.01790638008283228
330430,Chemicals,0.009769974525747042
330491,Chemicals,0.009995484155828963
330499,Chemicals,0.01455713835190561
330510,Chemicals,0.002275250199082857
330520,Chemicals,2.8983718116506615e-05
330530,Chemicals,0.00041909156014673717
330590,Chemicals,0.0030433973324347327
330610,Chemicals,0.0003376047941976863
330690,Chemicals,0.0011356657045760673
330710,Chemicals,0.0008553783682988639
330720,Chemicals,0.0005854439163455276
330730,Chemicals,0.0015221098585480326
330741,Chemicals,0.0005044261126720097
330749,Chemicals,0.007242059208551698
330790,Chemicals,0.004692688548373385
340111,Chemicals,0.003601039502672803
340119,Chemicals,0.005088426701313628
340120,Chemicals,0.0016627166960238133
340211,Chemicals,0.0005911300307901402
340212,Chemicals,0.0012828209008253644
340213,Chemicals,0.0004977576434335451
340219,Chemicals,0.0002439655065070334
340220,Chemicals,0.005228275779935766
340290,Chemicals,0.0012262682170600173
340311,Chemicals,2.100657627233928e-06
340319,Chemicals,5.072721992290514e-05
340391,Chemicals,0.0001278986188220106
340399,Chemicals,0.000401773438072781
340420,Chemicals,1.2602457669147569e-05
340490,Chemicals,0.0012954182564570628
340510,Chemicals,0.00026506200618941366
340520,Chemicals,0.0002904454928384285
340530,Chemicals,8.215768387361192e-06
340540,Chemicals,8.504352380577814e-06
340590,Chemicals,0.0002572167732717958
340600,Chemicals,0.004137281283122928
340700,Chemicals,0.013189283493594686
350110,Chemicals,6.337687143845719e-05
350290,Chemicals,3.109319801682967e-05
350300,Chemicals,0.0026935643362732825
350400,Chemicals,0.006543967832536537
350510,Chemicals,0.001032286095932784
350610,Chemicals,0.00596867410081872
350691,Chemicals,0.001035149827036004
350699,Chemicals,0.0005133199205778713
350790,Chemicals,0.018434797995146607
360200,Chemicals,0.0007544131925859362
360300,Chemicals,5.86252801866109e-05
360410,Chemicals,0.03210628950383169
360490,Chemicals,0.0015628552610790483
360500,Chemicals,0.00016828326478839382
360690,Chemicals,0.00033883502297760864
370110,Chemicals,4.3848823101898105e-06
370130,Chemicals,0.00032191826118298434
370199,Chemicals,1.4988085346404985e-05
370239,Chemicals,1.7221608532210103e-05
370242,Chemicals,0.00044844283754447514
370244,Chemicals,0.00018017345677115296
370320,Chemicals,1.2828116533824879e-05
370400,Chemicals,0.00018388008697794856
370590,Chemicals,5.379705208058075e-05
370790,Chemicals,0.002538211122475249
380110,Chemicals,0.004113578705228511
380120,Chemicals,1.609140094478014e-05
380190,Chemicals,4.745192446545504e-05
380210,Chemicals,0.001825734764457148
380290,Chemicals,0.0003365772651139202
380400,Chemicals,0.0003370285828432748
380590,Chemicals,1.6520716137635366e-05
380610,Chemicals,0.0020608843754218657
380620,Chemicals,2.3827896689263335e-05
380630,Chemicals,0.00041065470346991355
380690,Chemicals,0.0010005460020843827
380991,Chemicals,0.00036643406938890983
380992,Chemicals,8.034401585289174e-05
380993,Chemicals,7.648092316432272e-05
381010,Chemicals,0.00010589682636974969
381090,Chemicals,8.195062618713457e-05
381119,Chemicals,1.4880942559973178e-06
381121,Chemicals,0.00020557182436272775
381129,Chemicals,0.00023599846244531749
381190,Chemicals,0.00013839552941136883
381210,Chemicals,0.0006533856232067035
381220,Chemicals,7.383657967141549e-05
381230,Chemicals,0.0033325393609973542
381300,Chemicals,1.0132221204192024e-05
381400,Chemicals,0.00016602465658513044
381512,Chemicals,0.0014885485499151845
381519,Chemicals,0.0070472905233177245
381590,Chemicals,0.00217370094637445
381600,Chemicals,0.00037257182044021764
381800,Chemicals,0.005909618973977019
381900,Chemicals,6.286666769354383e-06
382000,Chemicals,1.0771463979589728e-05
382100,Chemicals,5.469065268130714e-06
382200,Chemicals,0.015696263025287295
390110,Plastics,0.00010962259262926549
390120,Plastics,7.242511725283182e-05
390130,Plastics,0.0009529489866248982
390190,Plastics,0.001684536319248208
390210,Plastics,0.0001813691461094336
390220,Plastics,0.0001329329199750113
390230,Plastics,4.545709234737446e-05
390290,Plastics,9.166673413103312e-05
390311,Plastics,0.0011028318606918527
